Samples    property    nMgO    metal_coord    HL_gap    pdos_c    pdos_w    av_d    O_Mc    ratio_Mg_Si_cluster    Q_1    Q_2    Q_3    Q_4    Q_5    Q_6
H-MgO_14_SiO2_7_Escatllar-site10    0.882    14    2    3.452    -1.952    1.387    1.758    -0.646    2.0    0.5    0.66    0.512    0.771    0.81    0.623
H-MgO_14_SiO2_7_Escatllar-site11    0.531    14    3    3.452    -2.554    1.546    1.905    -0.693    2.0    0.667    0.299    0.407    0.752    0.537    0.488
H-MgO_14_SiO2_7_Escatllar-site12    1.363    14    2    3.452    -1.3    1.391    1.785    -0.611    2.0    0.5    0.696    0.501    0.723    0.828    0.687
H-MgO_14_SiO2_7_Escatllar-site16    0.268    14    3    3.452    -2.719    1.634    1.908    -0.721    2.0    0.667    0.213    0.557    0.59    0.654    0.531
H-MgO_14_SiO2_7_Escatllar-site19    1.067    14    3    3.452    -1.696    0.919    1.979    -1.104    2.0    1.0    0.196    0.543    0.65    0.554    0.616
H-MgO_14_SiO2_7_Escatllar-site24    0.385    14    3    3.452    -2.983    1.443    1.918    -0.701    2.0    0.667    0.352    0.36    0.744    0.576    0.46
H-MgO_14_SiO2_7_Escatllar-site28    0.925    14    2    3.452    -1.628    1.4    1.763    -0.648    2.0    0.5    0.578    0.576    0.838    0.713    0.577
H-MgO_14_SiO2_7_Escatllar-site29    0.954    14    3    3.452    -2.335    1.392    1.917    -0.688    2.0    0.667    0.543    0.095    0.624    0.749    0.518
H-MgO_14_SiO2_7_Escatllar-site30    0.721    14    3    3.452    -2.378    1.464    1.875    -0.624    2.0    0.667    0.433    0.256    0.718    0.664    0.415
H-MgO_14_SiO2_7_Escatllar-site33    0.755    14    3    3.452    -2.473    1.503    1.878    -0.69    2.0    0.667    0.333    0.413    0.717    0.554    0.547
H-MgO_14_SiO2_7_Escatllar-site34    0.54    14    3    3.452    -2.756    1.454    1.89    -0.738    2.0    0.667    0.278    0.507    0.639    0.591    0.601
H-MgO_14_SiO2_7_Escatllar-site35    0.985    14    3    3.452    -2.451    1.41    1.933    -0.65    2.0    0.667    0.572    0.033    0.585    0.762    0.567
H-MgO_14_SiO2_7_Escatllar-site4    0.754    14    2    3.452    -2.966    1.537    1.784    -0.709    2.0    0.5    0.416    0.755    0.801    0.535    0.799
H-MgO_14_SiO2_7_Escatllar-site43    1.5    14    2    3.452    -1.415    1.366    1.781    -0.614    2.0    0.5    0.689    0.502    0.733    0.826    0.673
H-MgO_14_SiO2_7_Escatllar-site44    1.042    14    3    3.452    -2.14    1.401    1.916    -0.618    2.0    0.667    0.528    0.105    0.642    0.746    0.489
H-MgO_14_SiO2_7_Escatllar-site46    0.957    14    3    3.452    -2.527    1.397    1.911    -0.677    2.0    0.667    0.547    0.079    0.62    0.754    0.523
H-MgO_14_SiO2_7_Escatllar-site47    1.161    14    2    3.452    -1.706    1.387    1.758    -0.631    2.0    0.5    0.654    0.516    0.778    0.805    0.614
H-MgO_14_SiO2_7_Escatllar-site48    1.096    14    2    3.452    -1.523    1.374    1.777    -0.614    2.0    0.5    0.69    0.502    0.733    0.826    0.674
H-MgO_14_SiO2_7_Escatllar-site5    0.9    14    2    3.452    -2.7    1.558    1.776    -0.675    2.0    0.5    0.385    0.788    0.769    0.544    0.828
H-MgO_14_SiO2_7_Escatllar-site9    0.719    14    3    3.452    -2.982    1.426    1.943    -0.642    2.0    0.667    0.564    0.122    0.594    0.74    0.563
H-MgO_16_SiO2_8_Andreas_0-site12    0.615    16    3    3.688    -2.884    1.448    1.883    -0.733    2.0    0.667    0.421    0.266    0.727    0.655    0.401
H-MgO_16_SiO2_8_Andreas_0-site13    1.013    16    3    3.688    -2.264    1.458    1.938    -0.69    2.0    0.667    0.445    0.303    0.69    0.631    0.504
H-MgO_16_SiO2_8_Andreas_0-site14    1.29    16    2    3.688    -1.599    1.353    1.811    -0.593    2.0    0.5    0.718    0.501    0.69    0.828    0.728
H-MgO_16_SiO2_8_Andreas_0-site18    0.902    16    2    3.688    -1.911    1.461    1.742    -0.64    2.0    0.5    0.523    0.636    0.851    0.628    0.638
H-MgO_16_SiO2_8_Andreas_0-site22    0.687    16    2    3.688    -2.651    1.474    1.807    -0.71    2.0    0.5    0.559    0.596    0.846    0.683    0.592
H-MgO_16_SiO2_8_Andreas_0-site25    0.671    16    3    3.688    -2.494    1.467    1.88    -0.639    2.0    0.667    0.412    0.307    0.719    0.625    0.46
H-MgO_16_SiO2_8_Andreas_0-site27    1.2    16    3    3.688    -2.124    1.511    1.893    -0.675    2.0    0.667    0.462    0.297    0.672    0.643    0.53
H-MgO_16_SiO2_8_Andreas_0-site29    0.113    16    3    3.688    -2.569    1.463    1.871    -0.691    2.0    0.667    0.292    0.385    0.776    0.541    0.409
H-MgO_16_SiO2_8_Andreas_0-site31    0.315    16    3    3.688    -2.622    1.46    1.905    -0.759    2.0    0.667    0.419    0.289    0.722    0.638    0.436
H-MgO_16_SiO2_8_Andreas_0-site32    0.901    16    3    3.688    -2.498    1.491    1.878    -0.716    2.0    0.667    0.383    0.388    0.706    0.549    0.552
H-MgO_16_SiO2_8_Andreas_0-site33    1.218    16    3    3.688    -2.36    1.426    1.918    -0.658    2.0    0.667    0.477    0.28    0.656    0.662    0.553
H-MgO_16_SiO2_8_Andreas_0-site34    1.253    16    2    3.688    -1.242    1.408    1.802    -0.576    2.0    0.5    0.67    0.508    0.758    0.818    0.64
H-MgO_16_SiO2_8_Andreas_0-site38    0.243    16    3    3.688    -2.624    1.474    1.933    -0.72    2.0    0.667    0.462    0.302    0.668    0.642    0.54
H-MgO_16_SiO2_8_Andreas_0-site39    0.882    16    2    3.688    -1.363    1.409    1.767    -0.592    2.0    0.5    0.638    0.525    0.794    0.791    0.595
H-MgO_16_SiO2_8_Andreas_0-site40    0.212    16    3    3.688    -2.596    1.449    1.901    -0.716    2.0    0.667    0.476    0.249    0.674    0.675    0.501
H-MgO_16_SiO2_8_Andreas_0-site42    0.826    16    3    3.688    -2.693    1.416    1.933    -0.646    2.0    0.667    0.556    0.045    0.607    0.761    0.538
H-MgO_16_SiO2_8_Andreas_0-site43    0.532    16    3    3.688    -2.737    1.555    1.942    -0.768    2.0    0.667    0.387    0.541    0.404    0.761    0.578
H-MgO_16_SiO2_8_Andreas_0-site44    1.282    16    2    3.688    -1.514    1.406    1.773    -0.638    2.0    0.5    0.601    0.555    0.826    0.745    0.572
H-MgO_16_SiO2_8_Andreas_0-site46    1.386    16    3    3.688    -0.817    0.771    1.935    -0.977    2.0    1.0    0.415    0.277    0.727    0.649    0.414
H-MgO_16_SiO2_8_Andreas_0-site48    1.201    16    3    3.688    -2.35    1.501    1.89    -0.643    2.0    0.667    0.317    0.447    0.695    0.552    0.584
H-MgO_16_SiO2_8_Andreas_0-site52    0.762    16    2    3.688    -1.403    1.333    1.75    -0.65    2.0    0.5    0.658    0.513    0.773    0.809    0.62
H-MgO_16_SiO2_8_Andreas_0-site53    0.785    16    3    3.688    -2.331    1.402    1.916    -0.677    2.0    0.667    0.513    0.151    0.656    0.728    0.479
H-MgO_16_SiO2_8_Andreas_0-site8    1.493    16    2    3.688    -1.445    1.384    1.784    -0.62    2.0    0.5    0.703    0.5    0.713    0.829    0.7
H-MgO_16_SiO2_8_Andreas_1-site12    0.364    16    3    3.074    -4.387    1.975    1.859    -0.391    2.0    0.333    0.495    0.291    0.637    0.651    0.578
H-MgO_16_SiO2_8_Andreas_1-site13    0.823    16    3    3.074    -2.441    1.428    1.948    -0.649    2.0    0.667    0.511    0.168    0.657    0.719    0.482
H-MgO_16_SiO2_8_Andreas_1-site17    0.475    16    3    3.074    -3.331    1.431    1.909    -0.79    2.0    0.667    0.455    0.21    0.71    0.695    0.399
H-MgO_16_SiO2_8_Andreas_1-site19    0.683    16    3    3.074    -3.548    1.491    1.895    -0.754    2.0    0.667    0.417    0.333    0.705    0.603    0.505
H-MgO_16_SiO2_8_Andreas_1-site2    1.46    16    2    3.074    -2.135    1.365    1.794    -0.613    2.0    0.5    0.678    0.505    0.748    0.822    0.654
H-MgO_16_SiO2_8_Andreas_1-site23    0.681    16    3    3.074    -2.736    1.406    1.94    -0.65    2.0    0.667    0.533    0.081    0.638    0.753    0.494
H-MgO_16_SiO2_8_Andreas_1-site25    0.024    16    2    3.074    -4.185    1.951    1.715    -0.427    2.0    0.0    0.535    0.622    0.85    0.647    0.62
H-MgO_16_SiO2_8_Andreas_1-site27    0.74    16    3    3.074    -2.708    1.426    1.944    -0.713    2.0    0.667    0.506    0.202    0.653    0.704    0.512
H-MgO_16_SiO2_8_Andreas_1-site29    1.708    16    3    3.074    -0.76    0.908    1.925    -0.973    2.0    1.0    0.312    0.433    0.714    0.545    0.56
H-MgO_16_SiO2_8_Andreas_1-site3    1.068    16    3    3.074    -2.992    1.451    1.91    -0.677    2.0    0.667    0.379    0.396    0.678    0.603    0.573
H-MgO_16_SiO2_8_Andreas_1-site31    0.812    16    2    3.074    -2.808    1.385    1.741    -0.681    2.0    0.5    0.608    0.549    0.821    0.755    0.573
H-MgO_16_SiO2_8_Andreas_1-site33    1.072    16    2    3.074    -2.132    1.436    1.825    -0.627    2.0    0.5    0.657    0.514    0.774    0.808    0.619
H-MgO_16_SiO2_8_Andreas_1-site35    0.438    16    3    3.074    -3.211    1.465    1.933    -0.746    2.0    0.667    0.333    0.335    0.776    0.584    0.341
H-MgO_16_SiO2_8_Andreas_1-site37    1.102    16    2    3.074    -1.843    1.367    1.763    -0.625    2.0    0.5    0.66    0.512    0.771    0.81    0.623
H-MgO_16_SiO2_8_Andreas_1-site38    0.785    16    2    3.074    -2.173    1.392    1.763    -0.654    2.0    0.5    0.615    0.543    0.815    0.764    0.576
H-MgO_16_SiO2_8_Andreas_1-site39    1.392    16    3    3.074    -1.401    0.814    1.919    -1.007    2.0    1.0    0.392    0.352    0.699    0.623    0.524
H-MgO_16_SiO2_8_Andreas_1-site40    0.423    16    3    3.074    -3.201    1.512    1.893    -0.738    2.0    0.667    0.206    0.537    0.665    0.513    0.65
H-MgO_16_SiO2_8_Andreas_1-site42    1.15    16    2    3.074    -1.688    1.389    1.798    -0.581    2.0    0.5    0.711    0.5    0.701    0.829    0.714
H-MgO_16_SiO2_8_Andreas_1-site44    0.508    16    2    3.074    -3.279    1.637    1.848    -0.748    2.0    0.5    0.705    0.5    0.71    0.829    0.704
H-MgO_16_SiO2_8_Andreas_1-site46    0.767    16    3    3.074    -2.594    1.602    1.88    -0.645    2.0    0.667    0.339    0.473    0.604    0.665    0.591
H-MgO_16_SiO2_8_Andreas_1-site47    1.111    16    3    3.074    -2.886    1.419    1.914    -0.678    2.0    0.667    0.479    0.277    0.655    0.665    0.554
H-MgO_16_SiO2_8_Andreas_1-site49    1.337    16    3    3.074    -2.97    1.47    1.949    -0.611    2.0    0.667    0.599    0.147    0.544    0.728    0.615
H-MgO_16_SiO2_8_Andreas_1-site50    0.852    16    3    3.074    -2.839    1.415    1.924    -0.658    2.0    0.667    0.558    0.042    0.605    0.761    0.542
H-MgO_16_SiO2_8_Andreas_1-site8    0.982    16    3    3.074    -2.534    1.44    1.941    -0.647    2.0    0.667    0.492    0.215    0.672    0.69    0.472
H-MgO_16_SiO2_8_Andreas_2-site0    0.957    16    3    2.831    -3.048    1.445    1.941    -0.668    2.0    0.667    0.518    0.144    0.649    0.731    0.49
H-MgO_16_SiO2_8_Andreas_2-site10    1.27    16    3    2.831    -2.574    1.507    1.885    -0.636    2.0    0.667    0.463    0.301    0.669    0.639    0.536
H-MgO_16_SiO2_8_Andreas_2-site13    0.187    16    3    2.831    -3.526    1.614    1.936    -0.754    2.0    0.667    0.423    0.513    0.438    0.708    0.666
H-MgO_16_SiO2_8_Andreas_2-site17    0.92    16    3    2.831    -2.942    1.459    1.917    -0.621    2.0    0.667    0.53    0.108    0.639    0.745    0.497
H-MgO_16_SiO2_8_Andreas_2-site22    1.405    16    3    2.831    -2.07    1.473    1.953    -0.604    2.0    0.667    0.6    0.125    0.545    0.739    0.61
H-MgO_16_SiO2_8_Andreas_2-site23    0.963    16    3    2.831    -2.661    1.443    1.873    -0.666    2.0    0.667    0.438    0.281    0.708    0.642    0.455
H-MgO_16_SiO2_8_Andreas_2-site25    0.755    16    3    2.831    -2.8    1.509    1.859    -0.671    2.0    0.667    0.396    0.329    0.717    0.62    0.481
H-MgO_16_SiO2_8_Andreas_2-site27    1.437    16    2    2.831    -1.537    1.349    1.778    -0.623    2.0    0.5    0.677    0.505    0.75    0.821    0.651
H-MgO_16_SiO2_8_Andreas_2-site29    1.437    16    3    2.831    -3.113    1.426    1.928    -0.658    2.0    0.667    0.566    0.053    0.594    0.759    0.556
H-MgO_16_SiO2_8_Andreas_2-site3    1.299    16    3    2.831    -3.268    1.456    1.921    -0.677    2.0    0.667    0.52    0.151    0.647    0.728    0.495
H-MgO_16_SiO2_8_Andreas_2-site30    0.449    16    3    2.831    -3.199    1.458    1.914    -0.679    2.0    0.667    0.503    0.17    0.664    0.72    0.475
H-MgO_16_SiO2_8_Andreas_2-site31    1.49    16    2    2.831    -3.172    1.437    1.786    -0.691    2.0    0.5    0.56    0.595    0.846    0.685    0.591
H-MgO_16_SiO2_8_Andreas_2-site33    0.671    16    3    2.831    -3.466    1.688    1.877    -0.673    2.0    0.667    0.342    0.5    0.556    0.691    0.591
H-MgO_16_SiO2_8_Andreas_2-site38    0.675    16    2    2.831    -3.341    1.469    1.812    -0.702    2.0    0.5    0.496    0.666    0.847    0.591    0.681
H-MgO_16_SiO2_8_Andreas_2-site39    0.614    16    3    2.831    -3.326    1.473    1.911    -0.712    2.0    0.667    0.441    0.294    0.689    0.652    0.508
H-MgO_16_SiO2_8_Andreas_2-site4    1.83    16    3    2.831    -1.224    0.784    1.934    -0.928    2.0    1.0    0.501    0.162    0.667    0.723    0.464
H-MgO_16_SiO2_8_Andreas_2-site42    1.678    16    3    2.831    -2.223    1.432    1.954    -0.64    2.0    0.667    0.554    0.13    0.61    0.736    0.536
H-MgO_16_SiO2_8_Andreas_2-site45    0.677    16    3    2.831    -3.503    1.451    1.915    -0.681    2.0    0.667    0.518    0.156    0.65    0.725    0.491
H-MgO_16_SiO2_8_Andreas_2-site46    1.102    16    3    2.831    -2.699    1.435    1.937    -0.715    2.0    0.667    0.513    0.192    0.646    0.709    0.517
H-MgO_16_SiO2_8_Andreas_2-site47    1.893    16    3    2.831    -0.94    0.8    1.939    -0.94    2.0    1.0    0.501    0.136    0.672    0.734    0.444
H-MgO_16_SiO2_8_Andreas_2-site49    1.205    16    3    2.831    -3.18    1.456    1.912    -0.678    2.0    0.667    0.488    0.197    0.675    0.706    0.469
H-MgO_16_SiO2_8_Andreas_2-site51    1.239    16    2    2.831    -1.851    1.407    1.77    -0.602    2.0    0.5    0.64    0.524    0.793    0.793    0.596
H-MgO_16_SiO2_8_Andreas_2-site53    0.362    16    2    2.831    -3.199    1.557    1.816    -0.735    2.0    0.5    0.36    0.814    0.739    0.564    0.84
H-MgO_16_SiO2_8_Andreas_2-site54    1.487    16    2    2.831    -2.529    1.488    1.803    -0.652    2.0    0.5    0.572    0.583    0.841    0.703    0.581
H-MgO_16_SiO2_8_Andreas_3-site12    0.589    16    3    3.341    -2.767    1.525    1.872    -0.721    2.0    0.667    0.267    0.428    0.758    0.511    0.5
H-MgO_16_SiO2_8_Andreas_3-site13    1.094    16    2    3.341    -1.589    1.473    1.758    -0.635    2.0    0.5    0.494    0.669    0.846    0.588    0.685
H-MgO_16_SiO2_8_Andreas_3-site14    0.761    16    3    3.341    -3.061    1.422    1.912    -0.672    2.0    0.667    0.529    0.096    0.642    0.749    0.489
H-MgO_16_SiO2_8_Andreas_3-site17    0.445    16    2    3.341    -3.372    1.614    1.855    -0.758    2.0    0.5    0.281    0.884    0.621    0.676    0.81
H-MgO_16_SiO2_8_Andreas_3-site18    0.873    16    2    3.341    -2.185    1.415    1.762    -0.606    2.0    0.5    0.625    0.535    0.807    0.776    0.582
H-MgO_16_SiO2_8_Andreas_3-site2    0.85    16    3    3.341    -2.756    1.532    1.898    -0.681    2.0    0.667    0.331    0.389    0.739    0.558    0.496
H-MgO_16_SiO2_8_Andreas_3-site22    0.867    16    2    3.341    -3.114    1.41    1.841    -0.648    2.0    0.5    0.656    0.515    0.776    0.807    0.617
H-MgO_16_SiO2_8_Andreas_3-site27    0.826    16    3    3.341    -2.483    1.468    1.913    -0.693    2.0    0.667    0.4    0.348    0.712    0.587    0.507
H-MgO_16_SiO2_8_Andreas_3-site29    0.159    16    3    3.341    -3.102    1.474    1.876    -0.695    2.0    0.667    0.256    0.436    0.757    0.507    0.504
H-MgO_16_SiO2_8_Andreas_3-site31    0.901    16    3    3.341    -2.662    1.52    1.904    -0.712    2.0    0.667    0.393    0.415    0.631    0.639    0.618
H-MgO_16_SiO2_8_Andreas_3-site32    0.577    16    3    3.341    -2.684    1.493    1.895    -0.691    2.0    0.667    0.435    0.322    0.683    0.632    0.534
H-MgO_16_SiO2_8_Andreas_3-site33    1.337    16    2    3.341    -1.864    1.4    1.751    -0.624    2.0    0.5    0.644    0.521    0.788    0.797    0.601
H-MgO_16_SiO2_8_Andreas_3-site34    1.328    16    2    3.341    -1.099    1.379    1.784    -0.597    2.0    0.5    0.664    0.51    0.766    0.813    0.629
H-MgO_16_SiO2_8_Andreas_3-site37    0.159    16    3    3.341    -3.516    1.621    1.919    -0.76    2.0    0.667    0.504    0.159    0.665    0.725    0.468
H-MgO_16_SiO2_8_Andreas_3-site38    0.5    16    3    3.341    -3.712    1.435    1.915    -0.708    2.0    0.667    0.471    0.21    0.693    0.695    0.437
H-MgO_16_SiO2_8_Andreas_3-site39    0.95    16    2    3.341    -2.702    1.426    1.775    -0.635    2.0    0.5    0.614    0.544    0.816    0.762    0.575
H-MgO_16_SiO2_8_Andreas_3-site40    0.335    16    3    3.341    -3.523    1.457    1.894    -0.767    2.0    0.667    0.423    0.275    0.722    0.649    0.424
H-MgO_16_SiO2_8_Andreas_3-site42    1.401    16    2    3.341    -1.825    1.403    1.798    -0.608    2.0    0.5    0.694    0.501    0.727    0.828    0.682
H-MgO_16_SiO2_8_Andreas_3-site43    0.484    16    3    3.341    -3.111    1.553    1.877    -0.679    2.0    0.667    0.316    0.428    0.719    0.539    0.557
H-MgO_16_SiO2_8_Andreas_3-site44    1.806    16    2    3.341    -2.555    1.448    1.781    -0.731    2.0    0.5    0.496    0.666    0.847    0.591    0.682
H-MgO_16_SiO2_8_Andreas_3-site46    1.413    16    3    3.341    -1.015    0.79    1.923    -0.972    2.0    1.0    0.406    0.279    0.737    0.645    0.39
H-MgO_16_SiO2_8_Andreas_3-site48    0.821    16    3    3.341    -2.641    1.433    1.914    -0.632    2.0    0.667    0.526    0.145    0.643    0.73    0.494
H-MgO_16_SiO2_8_Andreas_3-site52    1.154    16    2    3.341    -1.531    1.339    1.778    -0.649    2.0    0.5    0.693    0.501    0.728    0.827    0.68
H-MgO_16_SiO2_8_Andreas_3-site53    0.72    16    3    3.341    -2.772    1.468    1.902    -0.64    2.0    0.667    0.484    0.225    0.678    0.685    0.469
H-MgO_16_SiO2_8_Andreas_3-site8    1.443    16    3    3.341    -2.575    1.454    1.932    -0.63    2.0    0.667    0.569    0.027    0.59    0.763    0.562
H-MgO_16_SiO2_8_Escatllar-site0    1.322    16    3    3.389    -2.047    1.438    1.946    -0.641    2.0    0.667    0.571    0.023    0.587    0.763    0.565
H-MgO_16_SiO2_8_Escatllar-site10    1.293    16    3    3.389    -2.338    1.436    1.927    -0.648    2.0    0.667    0.573    0.05    0.583    0.76    0.57
H-MgO_16_SiO2_8_Escatllar-site15    0.816    16    3    3.389    -2.495    1.416    1.948    -0.658    2.0    0.667    0.549    0.06    0.617    0.758    0.524
H-MgO_16_SiO2_8_Escatllar-site16    0.665    16    3    3.389    -2.841    1.453    1.878    -0.759    2.0    0.667    0.406    0.329    0.717    0.603    0.483
H-MgO_16_SiO2_8_Escatllar-site17    0.814    16    3    3.389    -2.587    1.429    1.884    -0.736    2.0    0.667    0.409    0.398    0.635    0.633    0.62
H-MgO_16_SiO2_8_Escatllar-site22    1.016    16    2    3.389    -1.998    1.396    1.758    -0.646    2.0    0.5    0.638    0.525    0.795    0.791    0.594
H-MgO_16_SiO2_8_Escatllar-site23    0.356    16    2    3.389    -2.207    1.411    1.762    -0.601    2.0    0.5    0.516    0.643    0.85    0.619    0.648
H-MgO_16_SiO2_8_Escatllar-site27    0.637    16    3    3.389    -2.99    1.476    1.89    -0.669    2.0    0.667    0.429    0.296    0.699    0.651    0.491
H-MgO_16_SiO2_8_Escatllar-site3    0.985    16    2    3.389    -2.081    1.417    1.739    -0.678    2.0    0.5    0.552    0.603    0.848    0.673    0.599
H-MgO_16_SiO2_8_Escatllar-site32    0.113    16    3    3.389    -3.164    1.547    1.904    -0.788    2.0    0.667    0.155    0.566    0.642    0.53    0.653
H-MgO_16_SiO2_8_Escatllar-site33    0.97    16    2    3.389    -2.215    1.411    1.763    -0.673    2.0    0.5    0.583    0.572    0.836    0.72    0.575
H-MgO_16_SiO2_8_Escatllar-site34    0.89    16    2    3.389    -1.726    1.445    1.759    -0.625    2.0    0.5    0.546    0.61    0.849    0.663    0.606
H-MgO_16_SiO2_8_Escatllar-site35    0.111    16    2    3.389    -3.061    1.869    1.676    -0.377    2.0    0.0    0.659    0.513    0.772    0.81    0.621
H-MgO_16_SiO2_8_Escatllar-site4    0.918    16    3    3.389    -2.555    1.555    1.889    -0.662    2.0    0.667    0.407    0.423    0.607    0.643    0.643
H-MgO_16_SiO2_8_Escatllar-site43    1.055    16    3    3.389    -2.73    1.496    1.92    -0.672    2.0    0.667    0.425    0.328    0.697    0.613    0.513
H-MgO_16_SiO2_8_Escatllar-site44    0.544    16    3    3.389    -3.511    1.444    1.888    -0.832    2.0    0.667    0.347    0.321    0.772    0.598    0.335
H-MgO_16_SiO2_8_Escatllar-site49    0.79    16    2    3.389    -1.633    1.473    1.743    -0.573    2.0    0.5    0.534    0.623    0.85    0.645    0.622
H-MgO_16_SiO2_8_Escatllar-site50    1.439    16    3    3.389    -1.439    0.842    1.922    -1.011    2.0    1.0    0.337    0.388    0.723    0.594    0.498
H-MgO_16_SiO2_8_Escatllar-site51    0.83    16    2    3.389    -1.739    1.448    1.769    -0.579    2.0    0.5    0.578    0.577    0.839    0.712    0.577
H-MgO_16_SiO2_8_Escatllar-site53    0.431    16    3    3.389    -2.88    1.466    1.907    -0.724    2.0    0.667    0.358    0.4    0.71    0.557    0.551
H-MgO_16_SiO2_8_Escatllar-site54    0.776    16    3    3.389    -2.177    1.421    1.946    -0.657    2.0    0.667    0.565    0.034    0.595    0.762    0.554
H-MgO_16_SiO2_8_Escatllar-site55    0.903    16    2    3.389    -1.862    1.375    1.755    -0.67    2.0    0.5    0.61    0.547    0.819    0.758    0.574
H-MgO_16_SiO2_8_Escatllar-site9    0.681    16    3    3.389    -2.485    1.573    1.874    -0.627    2.0    0.667    0.423    0.333    0.68    0.637    0.546
H-MgO_18_SiO2_9_Escatllar-site0    0.805    18    2    3.534    -1.752    1.472    1.758    -0.625    2.0    0.5    0.523    0.635    0.851    0.629    0.637
H-MgO_18_SiO2_9_Escatllar-site14    0.594    18    3    3.534    -2.058    1.402    1.918    -0.634    2.0    0.667    0.554    0.087    0.61    0.751    0.535
H-MgO_18_SiO2_9_Escatllar-site15    0.61    18    3    3.534    -2.606    1.459    1.87    -0.722    2.0    0.667    0.458    0.249    0.695    0.673    0.461
H-MgO_18_SiO2_9_Escatllar-site16    0.586    18    2    3.534    -2.36    1.509    1.755    -0.731    2.0    0.5    0.371    0.803    0.753    0.554    0.836
H-MgO_18_SiO2_9_Escatllar-site20    0.913    18    2    3.534    -1.678    1.452    1.748    -0.678    2.0    0.5    0.504    0.657    0.849    0.602    0.668
H-MgO_18_SiO2_9_Escatllar-site25    0.323    18    3    3.534    -2.835    1.457    1.857    -0.763    2.0    0.667    0.23    0.546    0.609    0.618    0.579
H-MgO_18_SiO2_9_Escatllar-site27    1.032    18    2    3.534    -1.216    1.347    1.781    -0.625    2.0    0.5    0.709    0.5    0.704    0.829    0.711
H-MgO_18_SiO2_9_Escatllar-site3    1.139    18    3    3.534    -1.978    1.434    1.925    -0.634    2.0    0.667    0.555    0.056    0.608    0.759    0.537
H-MgO_18_SiO2_9_Escatllar-site31    0.839    18    3    3.534    -2.675    1.511    1.892    -0.66    2.0    0.667    0.448    0.352    0.637    0.638    0.615
H-MgO_18_SiO2_9_Escatllar-site32    0.428    18    3    3.534    -2.238    1.485    1.893    -0.662    2.0    0.667    0.384    0.37    0.714    0.567    0.525
H-MgO_18_SiO2_9_Escatllar-site38    1.176    18    3    3.534    -2.386    1.433    1.913    -0.644    2.0    0.667    0.571    0.036    0.586    0.762    0.566
H-MgO_18_SiO2_9_Escatllar-site39    0.643    18    3    3.534    -2.711    1.442    1.883    -0.775    2.0    0.667    0.306    0.49    0.636    0.606    0.598
H-MgO_18_SiO2_9_Escatllar-site4    1.028    18    2    3.534    -1.681    1.375    1.751    -0.643    2.0    0.5    0.635    0.528    0.798    0.787    0.591
H-MgO_18_SiO2_9_Escatllar-site41    1.212    18    3    3.534    -2.401    1.427    1.911    -0.665    2.0    0.667    0.567    0.037    0.592    0.761    0.559
H-MgO_18_SiO2_9_Escatllar-site45    1.339    18    3    3.534    -1.123    0.86    1.946    -1.028    2.0    1.0    0.351    0.39    0.71    0.596    0.524
H-MgO_18_SiO2_9_Escatllar-site46    0.869    18    2    3.534    -2.43    1.464    1.791    -0.634    2.0    0.5    0.601    0.555    0.826    0.746    0.572
H-MgO_18_SiO2_9_Escatllar-site48    0.559    18    3    3.534    -2.363    1.45    1.911    -0.686    2.0    0.667    0.409    0.326    0.716    0.606    0.481
H-MgO_18_SiO2_9_Escatllar-site52    0.479    18    3    3.534    -2.888    1.485    1.892    -0.724    2.0    0.667    0.281    0.474    0.698    0.52    0.607
H-MgO_18_SiO2_9_Escatllar-site53    1.068    18    3    3.534    -2.583    1.578    1.876    -0.633    2.0    0.667    0.412    0.395    0.634    0.636    0.621
H-MgO_18_SiO2_9_Escatllar-site56    0.821    18    2    3.534    -2.147    1.377    1.746    -0.642    2.0    0.5    0.607    0.55    0.822    0.753    0.573
H-MgO_18_SiO2_9_Escatllar-site57    0.341    18    3    3.534    -3.021    1.532    1.873    -0.792    2.0    0.667    0.31    0.406    0.736    0.564    0.497
H-MgO_18_SiO2_9_Escatllar-site58    0.97    18    2    3.534    -1.929    1.404    1.758    -0.68    2.0    0.5    0.586    0.569    0.835    0.724    0.574
H-MgO_18_SiO2_9_Escatllar-site60    0.725    18    2    3.534    -2.031    1.442    1.76    -0.65    2.0    0.5    0.532    0.625    0.85    0.642    0.624
H-MgO_18_SiO2_9_Escatllar-site61    0.334    18    3    3.534    -2.743    1.428    1.91    -0.689    2.0    0.667    0.421    0.283    0.722    0.641    0.431
H-MgO_18_SiO2_9_Escatllar-site7    0.878    18    3    3.534    -2.274    1.562    1.89    -0.654    2.0    0.667    0.408    0.429    0.596    0.647    0.65
H-MgO_18_SiO2_9_Escatllar-site8    1.172    18    3    3.534    -1.922    1.442    1.913    -0.654    2.0    0.667    0.567    0.045    0.592    0.761    0.559
H-MgO_18_SiO2_9_Escatllar-site9    0.832    18    3    3.534    -2.134    1.558    1.891    -0.651    2.0    0.667    0.415    0.387    0.639    0.634    0.616
H-MgO_20_SiO2_10_Escatllar-site0    0.935    20    3    3.292    -2.677    1.402    1.899    -0.676    2.0    0.667    0.512    0.184    0.649    0.713    0.507
H-MgO_20_SiO2_10_Escatllar-site1    0.988    20    3    3.292    -2.619    1.407    1.879    -0.686    2.0    0.667    0.473    0.211    0.692    0.694    0.438
