Samples    property    nMgO    metal_coord    HL_gap    pdos_c    pdos_w    av_d    O_Mc    ratio_Mg_Si_cluster    Q_1    Q_2    Q_3    Q_4    Q_5    Q_6
H-MgO_20_SiO2_10_Escatllar-site10    1.091    20    2    3.292    -1.953    1.439    1.744    -0.663    2.0    0.5    0.546    0.61    0.849    0.663    0.606
H-MgO_20_SiO2_10_Escatllar-site11    1.151    20    2    3.292    -1.472    1.337    1.783    -0.617    2.0    0.5    0.685    0.503    0.739    0.825    0.666
H-MgO_20_SiO2_10_Escatllar-site15    0.792    20    3    3.292    -2.946    1.416    1.892    -0.72    2.0    0.667    0.429    0.286    0.714    0.639    0.449
H-MgO_20_SiO2_10_Escatllar-site16    0.694    20    3    3.292    -2.718    1.52    1.902    -0.746    2.0    0.667    0.359    0.385    0.721    0.563    0.526
H-MgO_20_SiO2_10_Escatllar-site17    0.923    20    3    3.292    -2.721    1.389    1.878    -0.704    2.0    0.667    0.481    0.219    0.678    0.693    0.474
H-MgO_20_SiO2_10_Escatllar-site2    0.58    20    3    3.292    -2.61    1.582    1.87    -0.676    2.0    0.667    0.314    0.417    0.734    0.53    0.536
H-MgO_20_SiO2_10_Escatllar-site22    1.175    20    2    3.292    -1.546    1.333    1.782    -0.614    2.0    0.5    0.692    0.501    0.729    0.827    0.679
H-MgO_20_SiO2_10_Escatllar-site29    0.568    20    3    3.292    -2.746    1.46    1.896    -0.762    2.0    0.667    0.35    0.319    0.771    0.601    0.334
H-MgO_20_SiO2_10_Escatllar-site30    0.829    20    3    3.292    -2.662    1.512    1.88    -0.76    2.0    0.667    0.356    0.389    0.714    0.578    0.53
H-MgO_20_SiO2_10_Escatllar-site34    0.599    20    3    3.292    -2.534    1.537    1.914    -0.747    2.0    0.667    0.389    0.36    0.704    0.602    0.525
H-MgO_20_SiO2_10_Escatllar-site36    1.688    20    3    3.292    -0.77    0.822    1.953    -0.938    2.0    1.0    0.478    0.194    0.687    0.706    0.443
H-MgO_20_SiO2_10_Escatllar-site4    1.297    20    2    3.292    -1.929    1.44    1.741    -0.656    2.0    0.5    0.571    0.584    0.842    0.702    0.581
H-MgO_20_SiO2_10_Escatllar-site40    1.167    20    3    3.292    -2.896    1.578    1.861    -0.62    2.0    0.667    0.41    0.354    0.678    0.629    0.559
H-MgO_20_SiO2_10_Escatllar-site41    0.653    20    3    3.292    -2.967    1.412    1.904    -0.738    2.0    0.667    0.49    0.191    0.677    0.707    0.456
H-MgO_20_SiO2_10_Escatllar-site42    1.188    20    3    3.292    -2.883    1.405    1.937    -0.641    2.0    0.667    0.572    0.01    0.585    0.764    0.568
H-MgO_20_SiO2_10_Escatllar-site47    0.442    20    3    3.292    -2.814    1.477    1.898    -0.711    2.0    0.667    0.466    0.268    0.674    0.669    0.517
H-MgO_20_SiO2_10_Escatllar-site53    0.521    20    3    3.292    -2.895    1.507    1.87    -0.72    2.0    0.667    0.39    0.3    0.742    0.628    0.398
H-MgO_20_SiO2_10_Escatllar-site54    1.044    20    3    3.292    -2.809    1.403    1.944    -0.651    2.0    0.667    0.559    0.031    0.603    0.762    0.543
H-MgO_20_SiO2_10_Escatllar-site57    1.48    20    3    3.292    -0.891    0.769    1.9    -0.984    2.0    1.0    0.433    0.265    0.713    0.663    0.437
H-MgO_20_SiO2_10_Escatllar-site58    0.938    20    3    3.292    -2.918    1.481    1.888    -0.739    2.0    0.667    0.407    0.267    0.741    0.652    0.366
H-MgO_20_SiO2_10_Escatllar-site6    0.435    20    2    3.292    -3.047    1.991    1.664    -0.366    2.0    0.0    0.516    0.644    0.85    0.618    0.649
H-MgO_20_SiO2_10_Escatllar-site61    0.503    20    3    3.292    -3.487    1.597    1.94    -0.755    2.0    0.667    0.432    0.434    0.566    0.646    0.68
H-MgO_20_SiO2_10_Escatllar-site62    1.375    20    3    3.292    -2.74    1.437    1.906    -0.659    2.0    0.667    0.563    0.051    0.598    0.759    0.551
H-MgO_20_SiO2_10_Escatllar-site64    0.887    20    3    3.292    -2.379    1.423    1.952    -0.665    2.0    0.667    0.572    0.028    0.586    0.763    0.567
H-MgO_20_SiO2_10_Escatllar-site65    1.336    20    3    3.292    -2.3    1.457    1.888    -0.637    2.0    0.667    0.513    0.125    0.659    0.739    0.465
H-MgO_20_SiO2_10_Escatllar-site68    1.271    20    2    3.292    -1.869    1.48    1.77    -0.621    2.0    0.5    0.542    0.615    0.85    0.657    0.611
H-MgO_20_SiO2_10_Escatllar-site69    1.204    20    2    3.292    -1.651    1.446    1.753    -0.608    2.0    0.5    0.553    0.603    0.847    0.674    0.598
H-MgO_3_SiO2_3_Andreas_0-site1    1.537    3    2    2.923    -2.532    1.393    1.742    -0.62    1.0    0.5    0.642    0.523    0.791    0.794    0.598
H-MgO_3_SiO2_3_Andreas_0-site10    1.781    3    2    2.923    -1.772    1.445    1.775    -0.534    1.0    0.5    0.614    0.544    0.816    0.763    0.575
H-MgO_3_SiO2_3_Andreas_0-site3    1.779    3    2    2.923    -1.768    1.444    1.775    -0.534    1.0    0.5    0.614    0.543    0.816    0.763    0.575
H-MgO_3_SiO2_3_Andreas_0-site4    1.538    3    2    2.923    -2.537    1.394    1.741    -0.621    1.0    0.5    0.64    0.524    0.792    0.793    0.597
H-MgO_3_SiO2_3_Andreas_0-site5    1.953    3    2    2.923    -1.491    1.44    1.757    -0.576    1.0    0.5    0.585    0.569    0.835    0.723    0.574
H-MgO_3_SiO2_3_Andreas_0-site6    0.495    3    3    2.923    -4.134    2.259    1.89    -0.483    1.0    0.0    0.272    0.535    0.648    0.461    0.709
H-MgO_3_SiO2_3_Andreas_0-site7    1.153    3    2    2.923    -3.296    1.89    1.678    -0.369    1.0    0.0    0.67    0.508    0.759    0.817    0.639
H-MgO_3_SiO2_3_Andreas_0-site8    1.893    3    2    2.923    -2.104    1.44    1.736    -0.595    1.0    0.5    0.58    0.575    0.838    0.716    0.576
H-MgO_3_SiO2_3_Andreas_0-site9    1.89    3    2    2.923    -2.106    1.44    1.736    -0.595    1.0    0.5    0.579    0.575    0.838    0.714    0.576
H-MgO_3_SiO2_3_Escatllar-site0    1.633    3    2    3.164    -1.68    1.452    1.752    -0.559    1.0    0.5    0.591    0.564    0.832    0.732    0.572
H-MgO_3_SiO2_3_Escatllar-site1    1.578    3    3    3.164    -2.67    1.492    1.938    -0.596    1.0    0.667    0.469    0.323    0.665    0.612    0.54
H-MgO_3_SiO2_3_Escatllar-site11    1.717    3    2    3.164    -2.025    1.349    1.784    -0.566    1.0    0.5    0.734    0.505    0.664    0.822    0.756
H-MgO_3_SiO2_3_Escatllar-site13    1.716    3    2    3.164    -1.978    1.46    1.745    -0.588    1.0    0.5    0.55    0.606    0.848    0.67    0.601
H-MgO_3_SiO2_3_Escatllar-site3    1.843    3    2    3.164    -2.403    1.389    1.765    -0.596    1.0    0.5    0.666    0.51    0.764    0.815    0.632
H-MgO_3_SiO2_3_Escatllar-site5    1.674    3    2    3.164    -1.949    1.415    1.752    -0.598    1.0    0.5    0.627    0.533    0.805    0.779    0.584
H-MgO_3_SiO2_3_Escatllar-site6    1.577    3    2    3.164    -2.064    1.433    1.764    -0.54    1.0    0.5    0.618    0.54    0.812    0.769    0.578
H-MgO_3_SiO2_3_Escatllar-site8    0.934    3    2    3.164    -3.613    1.873    1.681    -0.399    1.0    0.0    0.673    0.507    0.755    0.819    0.645
H-MgO_4_SiO2_2_Andreas_0-site0    1.781    4    2    2.628    -1.809    1.463    1.755    -0.568    2.0    0.5    0.598    0.558    0.828    0.741    0.572
H-MgO_4_SiO2_2_Andreas_0-site13    1.995    4    2    2.628    -1.698    1.421    1.766    -0.571    2.0    0.5    0.68    0.504    0.745    0.823    0.657
H-MgO_4_SiO2_2_Andreas_0-site3    1.653    4    2    2.628    -1.981    1.382    1.754    -0.608    2.0    0.5    0.66    0.512    0.77    0.811    0.624
H-MgO_4_SiO2_2_Andreas_0-site4    1.833    4    3    2.628    -2.56    1.485    1.902    -0.628    2.0    0.667    0.559    0.171    0.596    0.718    0.569
H-MgO_4_SiO2_2_Andreas_0-site7    1.976    4    2    2.628    -1.824    1.388    1.776    -0.585    2.0    0.5    0.717    0.501    0.692    0.828    0.726
H-MgO_4_SiO2_2_Andreas_0-site8    2.114    4    3    2.628    -1.698    0.813    1.956    -0.902    2.0    1.0    0.508    0.189    0.653    0.711    0.504
H-MgO_4_SiO2_2_Andreas_0-site9    1.586    4    2    2.628    -2.129    1.362    1.759    -0.649    2.0    0.5    0.666    0.51    0.764    0.815    0.632
H-MgO_4_SiO2_2_Andreas_1-site1    2.418    4    2    2.202    -1.686    1.465    1.785    -0.581    2.0    0.5    0.654    0.516    0.778    0.806    0.614
H-MgO_4_SiO2_2_Andreas_1-site10    2.419    4    2    2.202    -1.688    1.465    1.785    -0.582    2.0    0.5    0.655    0.515    0.777    0.806    0.615
H-MgO_4_SiO2_2_Andreas_1-site2    2.564    4    3    2.202    -1.601    0.811    1.95    -0.845    2.0    1.0    0.549    0.065    0.617    0.757    0.524
H-MgO_4_SiO2_2_Andreas_1-site3    2.258    4    2    2.202    -2.877    1.448    1.828    -0.624    2.0    0.5    0.725    0.502    0.68    0.826    0.74
H-MgO_4_SiO2_2_Andreas_1-site4    2.159    4    2    2.202    -2.622    1.386    1.784    -0.653    2.0    0.5    0.676    0.506    0.751    0.821    0.649
H-MgO_4_SiO2_2_Andreas_1-site5    2.381    4    2    2.202    -2.067    1.424    1.769    -0.614    2.0    0.5    0.656    0.515    0.776    0.807    0.617
H-MgO_4_SiO2_2_Andreas_1-site7    2.257    4    2    2.202    -2.895    1.45    1.83    -0.624    2.0    0.5    0.725    0.502    0.679    0.826    0.741
H-MgO_4_SiO2_2_Andreas_2-site0    2.443    4    2    2.784    -1.329    1.413    1.79    -0.595    2.0    0.5    0.726    0.502    0.677    0.826    0.742
H-MgO_4_SiO2_2_Andreas_2-site1    2.281    4    2    2.784    -1.885    1.384    1.77    -0.63    2.0    0.5    0.679    0.504    0.746    0.822    0.656
H-MgO_4_SiO2_2_Andreas_2-site10    1.758    4    3    2.784    -2.109    1.506    1.878    -0.608    2.0    0.667    0.557    0.147    0.603    0.729    0.554
H-MgO_4_SiO2_2_Andreas_2-site11    1.979    4    2    2.784    -1.363    1.371    1.778    -0.567    2.0    0.5    0.731    0.503    0.67    0.824    0.75
H-MgO_4_SiO2_2_Andreas_2-site3    1.503    4    3    2.784    -3.188    2.096    1.866    -0.413    2.0    0.333    0.268    0.514    0.673    0.473    0.679
H-MgO_4_SiO2_2_Andreas_2-site4    2.117    4    3    2.784    -1.535    0.827    1.968    -0.901    2.0    1.0    0.522    0.173    0.64    0.718    0.516
H-MgO_4_SiO2_2_Andreas_2-site7    1.986    4    3    2.784    -2.182    1.492    1.944    -0.617    2.0    0.667    0.488    0.321    0.651    0.613    0.55
H-MgO_4_SiO2_2_Andreas_2-site8    1.748    4    2    2.784    -1.748    1.418    1.756    -0.66    2.0    0.5    0.607    0.55    0.821    0.754    0.573
H-MgO_4_SiO2_2_Escatllar-site0    1.932    4    2    2.937    -1.784    1.379    1.77    -0.656    2.0    0.5    0.675    0.506    0.752    0.82    0.648
H-MgO_4_SiO2_2_Escatllar-site10    1.865    4    3    2.937    -1.614    0.81    1.953    -0.938    2.0    1.0    0.474    0.336    0.623    0.64    0.627
H-MgO_4_SiO2_2_Escatllar-site11    2.028    4    2    2.937    -1.38    1.403    1.775    -0.579    2.0    0.5    0.716    0.5    0.694    0.828    0.723
H-MgO_4_SiO2_2_Escatllar-site2    1.17    4    3    2.937    -3.191    2.239    1.85    -0.408    2.0    0.333    0.397    0.526    0.426    0.742    0.616
H-MgO_4_SiO2_2_Escatllar-site3    2.029    4    2    2.937    -1.38    1.403    1.775    -0.579    2.0    0.5    0.715    0.5    0.694    0.829    0.723
H-MgO_4_SiO2_2_Escatllar-site4    1.858    4    3    2.937    -2.303    1.497    1.913    -0.631    2.0    0.667    0.567    0.222    0.579    0.687    0.601
H-MgO_4_SiO2_2_Escatllar-site7    1.858    4    3    2.937    -2.303    1.498    1.913    -0.631    2.0    0.667    0.566    0.222    0.58    0.687    0.6
H-MgO_4_SiO2_2_Escatllar-site8    1.934    4    2    2.937    -1.786    1.379    1.77    -0.656    2.0    0.5    0.675    0.506    0.752    0.82    0.648
H-MgO_4_SiO2_4_Andreas_0-site10    1.346    4    2    3.011    -2.437    1.374    1.767    -0.638    1.0    0.5    0.675    0.506    0.752    0.821    0.649
H-MgO_4_SiO2_4_Andreas_0-site11    1.834    4    2    3.011    -1.582    1.404    1.76    -0.572    1.0    0.5    0.642    0.522    0.79    0.795    0.599
H-MgO_4_SiO2_4_Andreas_0-site14    1.419    4    2    3.011    -1.893    1.372    1.755    -0.601    1.0    0.5    0.675    0.506    0.752    0.82    0.648
H-MgO_4_SiO2_4_Andreas_0-site15    1.854    4    2    3.011    -1.805    1.417    1.753    -0.588    1.0    0.5    0.655    0.515    0.777    0.806    0.615
H-MgO_4_SiO2_4_Andreas_0-site16    0.991    4    2    3.011    -3.511    2.045    1.722    -0.387    1.0    0.0    0.485    0.679    0.843    0.577    0.7
H-MgO_4_SiO2_4_Andreas_0-site18    0.738    4    3    3.011    -4.02    1.949    1.851    -0.405    1.0    0.333    0.377    0.405    0.699    0.539    0.573
H-MgO_4_SiO2_4_Andreas_0-site19    1.354    4    2    3.011    -1.986    1.506    1.733    -0.594    1.0    0.5    0.471    0.695    0.838    0.562    0.723
H-MgO_4_SiO2_4_Andreas_0-site2    0.877    4    2    3.011    -3.982    1.947    1.738    -0.425    1.0    0.0    0.525    0.633    0.851    0.632    0.635
H-MgO_4_SiO2_4_Andreas_0-site3    1.651    4    2    3.011    -2.26    1.446    1.74    -0.597    1.0    0.5    0.577    0.578    0.839    0.711    0.578
H-MgO_4_SiO2_4_Andreas_0-site7    1.787    4    2    3.011    -1.979    1.366    1.753    -0.611    1.0    0.5    0.643    0.522    0.789    0.796    0.6
H-MgO_4_SiO2_4_Andreas_0-site9    1.84    4    2    3.011    -1.988    1.388    1.75    -0.575    1.0    0.5    0.69    0.502    0.732    0.827    0.675
H-MgO_4_SiO2_4_Andreas_1-site1    1.512    4    2    3.039    -1.616    1.422    1.74    -0.596    1.0    0.5    0.583    0.572    0.836    0.72    0.575
H-MgO_4_SiO2_4_Andreas_1-site11    1.811    4    2    3.039    -2.184    1.436    1.73    -0.595    1.0    0.5    0.562    0.593    0.845    0.688    0.589
H-MgO_4_SiO2_4_Andreas_1-site12    1.724    4    2    3.039    -1.622    1.409    1.75    -0.566    1.0    0.5    0.628    0.532    0.804    0.78    0.584
H-MgO_4_SiO2_4_Andreas_1-site13    1.724    4    2    3.039    -1.629    1.409    1.749    -0.566    1.0    0.5    0.628    0.533    0.805    0.779    0.584
H-MgO_4_SiO2_4_Andreas_1-site14    1.516    4    2    3.039    -1.615    1.424    1.74    -0.597    1.0    0.5    0.58    0.575    0.838    0.716    0.576
H-MgO_4_SiO2_4_Andreas_1-site15    1.544    4    2    3.039    -2.464    1.418    1.728    -0.648    1.0    0.5    0.568    0.587    0.843    0.697    0.584
H-MgO_4_SiO2_4_Andreas_1-site19    0.906    4    3    3.039    -2.999    2.11    1.872    -0.421    1.0    0.333    0.48    0.404    0.559    0.622    0.703
H-MgO_4_SiO2_4_Andreas_1-site2    0.802    4    2    3.039    -3.037    2.02    1.671    -0.321    1.0    0.0    0.503    0.658    0.848    0.6    0.67
H-MgO_4_SiO2_4_Andreas_1-site6    1.654    4    2    3.039    -1.454    1.39    1.759    -0.616    1.0    0.5    0.672    0.507    0.756    0.819    0.643
H-MgO_4_SiO2_4_Andreas_1-site7    0.801    4    2    3.039    -3.028    2.02    1.67    -0.318    1.0    0.0    0.504    0.657    0.849    0.601    0.668
H-MgO_4_SiO2_4_Andreas_1-site8    1.653    4    2    3.039    -1.459    1.389    1.759    -0.617    1.0    0.5    0.672    0.507    0.756    0.818    0.642
H-MgO_4_SiO2_4_Andreas_2-site0    1.897    4    2    3.333    -2.875    1.432    1.74    -0.558    1.0    0.5    0.521    0.638    0.851    0.625    0.641
H-MgO_4_SiO2_4_Andreas_2-site10    1.451    4    2    3.333    -1.508    1.372    1.758    -0.613    1.0    0.5    0.682    0.504    0.743    0.824    0.661
H-MgO_4_SiO2_4_Andreas_2-site11    1.45    4    2    3.333    -1.505    1.371    1.758    -0.613    1.0    0.5    0.683    0.503    0.742    0.824    0.662
H-MgO_4_SiO2_4_Andreas_2-site14    1.453    4    2    3.333    -1.505    1.371    1.758    -0.613    1.0    0.5    0.682    0.504    0.742    0.824    0.661
H-MgO_4_SiO2_4_Andreas_2-site16    1.208    4    2    3.333    -1.364    1.438    1.757    -0.572    1.0    0.5    0.577    0.578    0.839    0.711    0.578
H-MgO_4_SiO2_4_Andreas_2-site17    0.742    4    3    3.333    -3.406    2.008    1.839    -0.418    1.0    0.333    0.229    0.567    0.597    0.566    0.65
H-MgO_4_SiO2_4_Andreas_2-site18    1.21    4    2    3.333    -1.36    1.437    1.758    -0.573    1.0    0.5    0.577    0.577    0.839    0.711    0.577
H-MgO_4_SiO2_4_Andreas_2-site19    0.744    4    3    3.333    -3.403    2.007    1.839    -0.418    1.0    0.333    0.23    0.566    0.598    0.565    0.651
H-MgO_4_SiO2_4_Andreas_2-site2    1.211    4    2    3.333    -1.36    1.438    1.757    -0.572    1.0    0.5    0.577    0.578    0.839    0.711    0.578
H-MgO_4_SiO2_4_Andreas_2-site3    1.898    4    2    3.333    -2.874    1.431    1.74    -0.559    1.0    0.5    0.522    0.637    0.851    0.626    0.64
H-MgO_4_SiO2_4_Andreas_2-site5    1.897    4    2    3.333    -2.878    1.431    1.74    -0.558    1.0    0.5    0.521    0.637    0.851    0.626    0.64
H-MgO_4_SiO2_4_Andreas_2-site9    0.743    4    3    3.333    -3.416    2.008    1.838    -0.417    1.0    0.333    0.23    0.567    0.598    0.565    0.651
H-MgO_4_SiO2_4_Andreas_3-site1    1.349    4    2    3.515    -1.776    1.485    1.733    -0.617    1.0    0.5    0.481    0.684    0.842    0.573    0.707
H-MgO_4_SiO2_4_Andreas_3-site11    1.771    4    2    3.515    -1.761    1.422    1.769    -0.632    1.0    0.5    0.68    0.504    0.746    0.823    0.656
H-MgO_4_SiO2_4_Andreas_3-site12    1.944    4    3    3.515    -2.382    1.445    1.938    -0.664    1.0    0.667    0.518    0.211    0.646    0.693    0.505
H-MgO_4_SiO2_4_Andreas_3-site13    1.573    4    2    3.515    -1.379    1.364    1.756    -0.539    1.0    0.5    0.698    0.5    0.72    0.828    0.691
H-MgO_4_SiO2_4_Andreas_3-site14    1.605    4    2    3.515    -1.326    1.394    1.766    -0.556    1.0    0.5    0.681    0.504    0.745    0.823    0.658
H-MgO_4_SiO2_4_Andreas_3-site15    1.77    4    2    3.515    -1.779    1.398    1.762    -0.632    1.0    0.5    0.663    0.511    0.767    0.813    0.628
H-MgO_4_SiO2_4_Andreas_3-site19    0.653    4    3    3.515    -3.401    2.023    1.901    -0.539    1.0    0.333    0.327    0.483    0.672    0.482    0.658
H-MgO_4_SiO2_4_Andreas_3-site2    0.857    4    2    3.515    -2.939    2.045    1.666    -0.307    1.0    0.0    0.492    0.671    0.846    0.586    0.688
H-MgO_4_SiO2_4_Andreas_3-site6    1.62    4    2    3.515    -1.781    1.392    1.747    -0.61    1.0    0.5    0.656    0.514    0.775    0.808    0.618
